otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Adalya Elite Lara,"25.799,52 TL",25000-27000,Antalya - Lara-Kundu ,"10 km, Antalya HA ",50 - 100 Metre Arası,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Adalya Ocean Deluxe,"30.432,78 TL",29000-31000,Antalya - Side-Evrenseki ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,1,1,3,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Adam Eve,"39.150,00 TL",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,7,1,1,1,5,1,1,7,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
Alaiye Resort Spa,"16.875,00 TL",15000-17000,Antalya - Alanya-Türkler ,"105 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,3,1,3,2,4,1,0,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Alarcha Hotels Resorts,"16.907,52 TL",15000-17000,Antalya - Side-Örenşehir ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
Aletris Deluxe Hotel Spa,"28.209,60 TL",27000-29000,Antalya - Side-Çolaklı ,"45 km, Antalya HA ",600 - 750 Metre Arası,Özel Plaj,Yok,3,1,1,4,2,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Aqı Pegasos Royal,"18.662,94 TL",17000-19000,Antalya - Alanya-İncekum ,"95 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
Aydınbey Famous Resort Hotel,"20.586,00 TL",19000-21000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
Aydınbey Gold Dreams Hotel,"21.900,00 TL",21000-23000,Antalya - Alanya-Türkler ,"110 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
Aydınbey Queen`s Palace Hotel,"35.040,00 TL",+33000,Antalya - Belek-Kadriye ,"20 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
Blue Waters Club,"29.776,50 TL",29000-31000,Antalya - Side-Sorgun ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,0,1,2,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Boyalık Beach Hotel Spa Thermal Resort,"21.037,50 TL",21000-23000,Çeşme - Boyalık ,"90 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,0,1,1,1,2,2,1,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Club Hotel Sera,"25.882,50 TL",25000-27000,Antalya - Lara-Örnekköy ,"9 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
Club Paradiso,"13.230,00 TL",13000-15000,Antalya - Alanya-Kestel ,"130 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Club Side Coast Hotel,"15.300,00 TL",15000-17000,Antalya - Side-Çolaklı ,"60 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,2,0,1,1,2,1,0,4,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
Commodore Elite Suites Spa,"40.505,40 TL",+33000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
Cornelia De Luxe Resort,"38.025,00 TL",+33000,Antalya - Belek-Serik ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
Crystal De Luxe Resort Spa,"21.840,00 TL",21000-23000,Antalya - Kemer-Merkez ,"56 km, Antalya HA ",50 - 100 Metre Arası,Mavi Bayraklı Özel Plaj,Var,3,1,3,4,3,2,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Crystal Family Resort Spa,"25.875,00 TL",25000-27000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,6,1,5,2,5,2,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
Crystal Palace Luxury Resort Spa,"25.935,00 TL",25000-27000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,5,1,4,4,2,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Crystal Sunset Luxury,"14.399,28 TL",13000-15000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,6,1,1,1,4,2,1,13,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Çenger Beach Resort Spa,"24.949,20 TL",23000-25000,Antalya - Side-Kızılot ,"90 km, Antalya HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
Doria Hotel Bodrum,"16.320,00 TL",15000-17000,Bodrum - Bitez ,"38 km, Milas HA ",750 Metre ve Üzeri,Özel Plaj,Var,1,0,1,1,2,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Ela Excellence Resort Belek,"24.675,84 TL",23000-25000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,7,1,8,4,1,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Hotel Grand Kaptan,"16.198,65 TL",15000-17000,Antalya - Alanya-Obagöl ,"131 km, Antalya HA ",50 Metreye Kadar,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Hotel Terrace Beach Resort,"23.625,00 TL",23000-25000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
Kirman Sidemarin Beach Spa,"23.625,00 TL",23000-25000,Antalya - Side ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,4,1,1,1,1,1,0,8,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
Laguna Beach Alya Resort Spa,"18.809,82 TL",17000-19000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,1,1,4,0,0,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0
Limak Atlantis Deluxe Hotel Resort,"32.076,00 TL",29000-33000,Antalya - Belek-İleribaşı ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,5,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Limak Lara Deluxe Hotel Resort,"31.752,00 TL",29000-33000,Antalya - Lara-Kundu ,"13 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,4,1,1,1,3,1,1,8,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
Limak Limra Hotel Resort,"29.484,00 TL",29000-31000,Antalya - Kemer-Kiriş ,"75 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Lrs Lake River Side Hotel Spa,"21.265,92 TL",21000-23000,Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,3,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Lrs Port River Hotel Spa,"20.674,08 TL",19000-21000,Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",200 - 300 Metre Arası,Yok,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Luna Blanca Resort Spa,"22.499,98 TL",21000-23000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Lykia World Antalya,"23.085,00 TL",23000-25000,Antalya - Belek-Boğazkent ,"50 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,5,1,1,1,6,2,1,5,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
Marvida Family Eco,"17.784,00 TL",17000-19000,Antalya - Side-Titreyengöl ,"70 km, Antalya HA ",400 - 500 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,3,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Megasaray Club Belek,"36.000,00 TL",+33000,Antalya - Belek-Serik ,"29 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,2,1,4,2,3,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Meridia Beach Hotel,"8.640,00 TL",7000-9000,Antalya - Alanya-Okurcalar ,"76 km, Gazipaşa HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,1,1,1,6,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Meryan Beach Hotel Spa,"12.375,00 TL",11000-13000,Antalya - Alanya-Okurcalar ,"85 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,0,1,2,1,2,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Mirada Del Mar,"23.166,00 TL",23000-25000,Antalya - Kemer-Göynük ,"45 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,3,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Orange County Kemer,"35.100,00 TL",+33000,Antalya - Kemer-Merkez ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
Pine Beach Belek,"32.400,00 TL",29000-33000,Antalya - Belek-İleribaşı ,"33 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Queens Park Le Jardin Resort Spa,"29.503,50 TL",29000-31000,Antalya - Kemer-Kiriş ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,4,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
Queens Park Resort Göynük,"34.037,25 TL",+33000,Antalya - Kemer-Göynük ,"46 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Ramada Resort Bodrum,"24.795,00 TL",23000-25000,Bodrum - Bitez ,"40 km, Milas ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,1,1,1,4,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
Raymar Resort Aqua,"18.144,00 TL",17000-19000,Antalya - Side-Manavgat ,"88 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Riolavitas Resort Spa,"20.126,40 TL",19000-21000,Antalya - Side-Titreyengöl ,"75 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Rox Royal Hotel,"16.380,00 TL",15000-17000,Antalya - Kemer ,"60 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Selene Beach Spa Hotel,"22.139,25 TL",21000-23000,Antalya - Alanya-Türkler ,"105 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
Sensitive Premium Resort Spa,"18.075,24 TL",17000-19000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sentido Kamelya Selin Hotel,"35.271,60 TL",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,6,1,1,1,5,2,1,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Sentido Trendy Verbena Beach,"30.375,00 TL",29000-31000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,5,1,1,1,3,1,1,6,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
Side Premium Hotel,"30.858,00 TL",29000-31000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,4,1,1,1,2,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
Side Royal Style,"19.748,16 TL",19000-21000,Antalya - Side-Evrenseki ,"45 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Side Star Resort,"19.918,36 TL",19000-21000,Antalya - Side-Gündoğdu ,"50 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Side Stella Elite Resort Adult Only +16,"24.639,12 TL",23000-25000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirius Deluxe Hotel,"22.440,00 TL",21000-23000,Antalya - Alanya ,"110 km, Antalya ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0
Sueno Hotels Beach Side,"27.000,00 TL",25000-27000,Antalya - Side-Sorgun ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,1,1,6,1,1,13,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Sunis Elita Beach Resort Spa,"27.840,00 TL",27000-29000,Antalya - Side-Kızılağaç ,"81 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Sunis Evren Beach Resort Hotel,"27.000,00 TL",25000-27000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,5,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Susesi Luxury Resort,"60.480,00 TL",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,4,3,4,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
The Lumos Deluxe,"22.201,50 TL",21000-23000,Antalya - Alanya-Kargıcak ,"155 km, Antalya HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Trendy Palm Beach,"25.312,50 TL",25000-27000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
Tui Magic Life Belek,"24.097,50 TL",23000-25000,Antalya - Belek ,"25 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,4,0,1,1,1,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Turunç Premium Hotel,"29.700,00 TL",29000-31000,Marmaris - Turunç ,"120 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,5,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
Venezia Palace Deluxe Resort Hotel,"31.239,00 TL",29000-33000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,2,1,1,8,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Vonresort Elite,"29.949,72 TL",29000-31000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,7,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Vonresort Golden Beach,"21.494,13 TL",21000-23000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Var,7,0,1,1,3,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Vonresort Golden Coast,"10.822,50 TL",9000-11000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,7,1,1,1,3,1,1,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Wome Deluxe Hotel,"24.412,50 TL",23000-25000,Antalya - Alanya-Avsallar ,"70 km, GazipaşaHA",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,12,1,0,4,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
Adalya Resort Spa Adults Only,"23.400,00 TL",23000-25000,Antalya - Side-Evrenseki ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,1,5,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Beach Club Doğanay,"18.514,08 TL",17000-19000,Antalya - Alanya-Konaklı ,"45 km, GazipaşaHA",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,1,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1
Tui Magic Life Jacaranda,"33.540,00 TL",+33000,Antalya - Side-Çolaklı ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,5,1,5,2,7,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Novum Garden Side Hotel,"28.203,00 TL",27000-29000,Antalya - Side ,"55 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Side Breeze,"15.840,00 TL",15000-17000,Antalya - Side ,"55 km, Antalya ",200 - 300 Metre Arası,Özel Plaj,Yok,0,0,2,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
Telatiye Resort Hotel,"13.291,20 TL",13000-15000,Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",50 - 100 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,0,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
Villa Side Residence,"18.900,00 TL",17000-19000,Antalya - Side-Manavgat ,"60 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
Alaiye Kleopatra Hotel,"12.119,63 TL",11000-13000,Antalya - Alanya-Kleopatra ,"45 km, Gazipaşa HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,1,3,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0
Amon Hotels Belek,"19.958,40 TL",19000-21000,Antalya - Belek ,"25 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
Ares Dream Hotel,"8.178,00 TL",7000-9000,Antalya - Kemer-Merkez ,"50 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Asrın Beach Hotel,"12.144,00 TL",11000-13000,Antalya - Alanya-İncekum ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,1,0,4,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0
Club Hotel Rama,"11.700,00 TL",11000-13000,Antalya - Kemer-Beldibi ,"45 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,0,1,1,1,2,0,0,2,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Elamir Resort Hotel,"13.433,40 TL",13000-15000,Antalya - Kemer ,"55 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
Get Enjoy Hotels,"13.005,00 TL",13000-15000,Antalya - Kemer-Beldibi ,"40 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,1,1,2,0,0,3,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
The X Belek,"22.264,05 TL",21000-23000,Antalya - Belek-Serik ,"27 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,4,0,1,1,1,1,0,4,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Antique Roman Palace +16,"13.365,00 TL",13000-15000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astoria Hotel,"12.105,00 TL",11000-13000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1
Club Mermaid Village,"7.705,14 TL",7000-9000,Antalya - Alanya-Türkler ,"110 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,Yok,1,1,1,1,3,1,0,4,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Hane Family Resort Hotel,"15.257,76 TL",15000-17000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,1,1,1,1,8,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0
Hoşça Kal Alaçatı,"30.000,00 TL",29000-31000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miramor Garden Resort,"12.105,00 TL",11000-13000,Antalya - Kemer-Kiriş ,"65 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
Museum Resort Spa,"5.292,00 TL",5000-7000,Bodrum - Bodrum Merkez-Azmakbaşı ,"35 km, Milas HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
Mysea Hotels Alara,"8.505,00 TL",7000-9000,Antalya - Alanya-Okurcalar ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
Side Su Hotel,"14.133,60 TL",13000-15000,Antalya - Side ,"60 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,1,0,3,0,1,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Flora Bodrum Hotel,"14.256,00 TL",13000-15000,Bodrum - Gümbet ,"35 km, Milas ",50 - 100 Metre Arası,Halk Plajı,Yok,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Malibu Resort Hotel,"11.117,63 TL",11000-13000,Antalya - Kemer-Kiriş ,"70 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
Feniks Hotel +12 Adult Only,"20.412,00 TL",19000-21000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
