Otel Adı,Gerçek Fiyat,Tahmin Edilen Fiyat,Fiyat Farkı,Adil Fiyat Aralığı;;;;
Alaçatı Barbarossa Hotel;20250.0;12.400.346.995.563.900;7.849.653.004.436.000;Düşük
Artemis Hotel Kaş;13200.0;1.256.198.275.017.620;6.380.172.498.237.290;Düşük
Casa Nonna Bodrum;64235.1;19.209.336.321.564.600;450.257.636.784.353;Düşük
Club Hotel Barbarossa Kaş;24225.0;19.382.076.001.168.800;4.842.923.998.831.160;Düşük
Ege Tulip Çeşme Deluxe Hotel;11700.0;12.739.793.943.712.300;-1.039.793.943.712.300;Yüksek
Saylam Suites;18003.6;1.217.961.696.073.580;5.823.983.039.264.180;Düşük
Adora Calma Beach;21937.5;1.805.584.094.719.390;38.816.590.528.060.600;Düşük
Alaçatı Aura Plus Otel;13200.0;12.338.434.027.628.700;8.615.659.723.712.080;Düşük
Alaçatı Bellezza Hotel;12600.0;12.690.521.262.954.700;-9.052.126.295.473.860;Orta
Cappari Aqua Princess Hotel;20971.3;18.709.647.570.835.200;2.261.652.429.164.780;Düşük
Roseira Beach Resort;14442.7;16.996.327.592.942.900;-2.553.627.592.942.910;Yüksek
Mgallery The Bodrum Hotel Yalıkavak;1756715.2;19.569.680.445.461.500;17.371.455.195.545.300;Düşük
Kamelya Aishen K Club;26733.0;23.810.572.429.188.500;29.224.275.708.114.000;Düşük
Trendy Side Beach;23400.0;19.442.317.882.889.400;3.957.682.117.110.560;Düşük
Oscar Seaside Hotel Spa;6750.0;1.816.267.025.940.660;-11.412.670.259.406.600;Yüksek
Galeri Resort Hotel;24112.8;20.927.214.772.577.800;31.855.852.274.221.700;Düşük
Green Nature Diamond;23400.0;20.891.401.530.282.900;2.508.598.469.717.050;Düşük
Green Nature Resort Spa;18900.0;1.697.416.077.876.160;19.258.392.212.383.400;Düşük
Hillstone Bodrum Hotel Spa;22425.0;13.891.232.612.415.900;8.533.767.387.584.030;Düşük
Hotel Melas Lara;24750.0;19.722.057.952.827.100;5.027.942.047.172.820;Düşük
Hotel Samara;21060.0;20.132.966.196.456.100;9.270.338.035.438.760;Düşük
Hotel Terrace Elite Resort;21654.6;15.656.627.426.577.000;5.997.972.573.422.910;Düşük
Jacaranda Luxury Hotel;43176.6;21.014.966.042.119.300;22.161.633.957.880.600;Düşük
Jura Hotels Lara Resort;12750.0;13.068.434.030.338.000;-3.184.340.303.380.080;Orta
Radisson Blu Resort Spa Çeşme;27405.0;1.939.769.215.898.190;800.730.784.101.801;Düşük
Rixos Downtown Antalya;46381.9;1.786.103.547.953.950;2.852.086.452.046.040;Düşük
Robinson Çamyuva;34888.0;1.983.941.674.378.590;1.504.858.325.621.400;Düşük
Royal Atlantis Spa Resort;16830.0;21.109.859.627.684.400;-4.279.859.627.684.480;Yüksek
Royal Holiday Palace;36270.0;22.005.537.200.371.600;14.264.462.799.628.300;Düşük
Royal Seginus Hotel;36270.0;2.141.596.300.315.950;14.854.036.996.840.400;Düşük
Royal Wings Hotel;27667.8;2.244.238.059.316.630;5.225.419.406.833.650;Düşük
Saphir Hotel;29250.0;19.654.554.658.780.200;9.595.445.341.219.780;Düşük
Saphir Resort Spa;37050.0;20.241.840.597.380.100;16.808.159.402.619.800;Düşük
Scylax Family Club;14400.0;18.951.313.517.951.100;-4.551.313.517.951.160;Yüksek
Seaden Sea Planet Resort Spa;18144.0;21.225.680.275.951.000;-30.816.802.759.510.200;Yüksek
Seaden Valentine Resort Spa;18792.0;1.913.278.064.919.820;-3.407.806.491.982.700;Orta
Seher Sun Palace;13860.0;17.574.605.708.896.900;-3.714.605.708.896.930;Yüksek
Selge Beach Resort Spa;47400.0;19.346.541.625.685.000;28.053.458.374.314.900;Düşük
Serenis Hotel;15933.0;15.634.820.183.262.000;29.817.981.673.795.200;Orta
Seven Seas Gravel Select;22345.8;22.137.015.251.712.300;2.087.847.482.876.710;Orta
Xanadu Island Bodrum;36000.0;20.637.572.687.812.100;15.362.427.312.187.800;Düşük
Alan Xafira Deluxe Resort Spa;14973.0;18.641.796.344.259.500;-3.668.796.344.259.570;Yüksek
Aqı Pegasos World;18008.1;20.627.050.332.901.200;-2.618.950.332.901.230;Yüksek
Grand Cettia Hotel;23940.0;13.592.922.822.715.500;10.347.077.177.284.400;Düşük
Grand Kolibri Prestige Spa;10206.7;18.744.749.451.286.400;-8.538.049.451.286.440;Yüksek
Miracle Resort Otel;40500.0;19.719.953.338.020.500;20.780.046.661.979.400;Düşük
Sianji Well Being Resort;25110.0;18.986.130.004.464.800;6.123.869.995.535.120;Düşük
Side Star Park;16046.6;18.452.628.865.237.100;-24.060.288.652.371.600;Yüksek
Tui Magic Life Masmavi;25061.4;20.993.662.743.753.900;40.677.372.562.460.000;Düşük
Campus Hill Hotel;7781.4;13.531.087.482.734.400;-5.749.687.482.734.400;Yüksek
Club Porto Amore Adult Only;41971.0;18.888.003.520.854.600;23.082.996.479.145.300;Düşük
Del Mare Reserve Hotel Spa;56764.8;19.421.935.320.238.500;3.734.286.467.976.140;Düşük
Diamond Hill Resort;12232.5;18.609.253.099.006.400;-6.376.753.099.006.470;Yüksek
Elementa Boutique Hotel;27360.0;17.399.138.462.607.300;9.960.861.537.392.660;Düşük
Aqı Hydros Club;16891.2;1.979.876.142.096.890;-290.756.142.096.897;Yüksek
Arabella World Hotel;8373.7;16.573.403.447.505.800;-8.199.703.447.505.830;Yüksek
Ares Blue Hotel;8178.0;17.837.068.750.855.400;-9.659.068.750.855.440;Yüksek
Artemis Princess Hotel;10520.9;17.021.151.784.203.000;-6.500.251.784.203.060;Yüksek
Aska Just İn Beach;16456.5;19.207.219.041.783.600;-27.507.190.417.836.400;Yüksek
Balmy Beach Resort Kemer;57852.0;192.191.748.552.204;386.328.251.447.796;Düşük
Belkon Club Hotel;5100.0;13.731.664.105.727.100;-8.631.664.105.727.150;Yüksek
Bilem Hotel Beach Spa;20351.2;19.536.872.395.249.700;8.143.276.047.502.440;Düşük
Blue Fish Hotel;13114.3;18.853.861.476.169.100;-5.739.561.476.169.130;Yüksek
Club Kastalia Holiday Village;17796.2;19.200.059.315.907.300;-14.038.593.159.073.800;Yüksek
Club Munamar Beach Resort;9691.5;18.865.687.557.108.800;-9.174.187.557.108.860;Yüksek
Falcon Hotel;28800.0;20.128.666.250.581.600;8.671.333.749.418.390;Düşük
Fun And Sun Smart Hane Sun;13678.8;14.253.038.963.855.000;-574.238.963.855.063;Yüksek
Green Paradise Hotel;6891.4;18.300.770.869.312.000;-11.409.370.869.312.000;Yüksek
Hera Hotel Kaş;15390.0;19.313.749.658.599.900;-3.923.749.658.599.920;Yüksek
Hotel Bleu Nuit;4050.0;1.804.743.000.190.480;-13.997.430.001.904.800;Yüksek
Kleopatra Arsi Hotel;18711.3;18.110.310.183.832.000;6.009.898.161.679.920;Düşük
Lonicera Premium Hotel;16447.8;19.446.580.843.673.400;-29.987.808.436.734.800;Yüksek
Magna Manastır Suıt Hotel;23760.0;1.722.188.535.418.990;6.538.114.645.810.040;Düşük
Seher Kumköy Star Resort Spa;18720.0;20.063.249.104.334.200;-13.432.491.043.342.900;Yüksek
Side Amour Hotel;10800.0;13.089.552.326.777.700;-2.289.552.326.777.760;Yüksek
Side Win Hotel;6891.4;1.515.225.569.731.720;-826.085.569.731.724;Yüksek
Sisus Marina Hotel;10920.0;13.390.340.297.502.200;-24.703.402.975.022.800;Yüksek
The D Hotel Ceşme Spa Resort;18921.6;12.700.552.074.936.900;6.221.047.925.063.030;Düşük
Vita Bella Hotel Resort Spa;22950.0;1.912.480.432.608.820;38.251.956.739.117.500;Düşük
Club Hotel Mirabell;8004.0;19.282.718.708.880.900;-11.278.718.708.880.900;Yüksek
Grand Park Lara;17313.7;2.020.462.624.610.200;-2.890.926.246.102.080;Yüksek
Holiday Inn Antalya Lara;16906.5;15.828.309.745.506.200;10.781.902.544.937.900;Düşük
Oba Star Hotel Spa;8716.5;18.950.005.787.247.000;-10.233.505.787.247.000;Yüksek
Prenses Sealine Beach Hotel;13425.5;16.845.625.620.274.100;-3.420.125.620.274.150;Yüksek
Stella Hotel Kemer;12105.0;178.866.790.353.115;-5.781.679.035.311.490;Yüksek
A11 Hotel Obaköy;7257.0;1.910.123.851.819.770;-1.184.423.851.819.770;Yüksek
Akra V;15897.6;1.663.139.099.919.450;-733.790.999.194.518;Yüksek
Kleopatra Ada Hotel;8775.0;1.868.432.246.919.060;-9.909.322.469.190.620;Yüksek
Kleopatra Beach Hotel;10800.0;18.843.472.545.960.500;-8.043.472.545.960.500;Yüksek
Latanya Palm Hotel;11834.0;1.299.983.662.626.120;-11.658.366.262.612.900;Yüksek
Monte Carlo Hotel;12285.0;18.247.766.395.426.800;-5.962.766.395.426.870;Yüksek
Ni Marin Hotel;22075.2;191.589.040.602.692;29.162.959.397.308.000;Düşük
Old Town Point Hotel;13495.3;14.491.186.208.143.600;-9.958.862.081.436.490;Yüksek
Olive Tree Hotel;19800.0;18.113.679.704.846.800;1.686.320.295.153.190;Düşük
Premier Nergis Beach;18954.3;1.931.120.544.245.650;-3.569.054.424.565.800;Orta
Ramitos Hotel Turunç;19014.8;12.768.567.401.786.100;6.246.232.598.213.840;Düşük
Rammos Hotel Bodrum;20928.0;19.012.712.891.411.300;19.152.871.085.886.000;Düşük
Rich Melissa Hotel;9180.0;12.700.985.220.767.300;-35.209.852.207.673.700;Yüksek
Rk Magic Dream Hotel;15750.0;13.757.575.193.115.300;19.924.248.068.846.700;Düşük
Seagull Hotel;13566.0;19.082.098.652.141.400;-5.516.098.652.141.470;Yüksek
Çıralı Azur Hotel;17975.5;17.924.756.539.413.000;5.074.346.058.694.200;Orta
Elista Boutique Hotel Spa;34699.5;18.908.846.071.118.600;15.790.653.928.881.300;Düşük
Golden Orange Hotel;17535.2;15.936.574.057.849.800;15.986.259.421.501.200;Düşük
Grand Bahama Beach Hotel;15300.0;15.973.157.218.122.600;-6.731.572.181.226.720;Yüksek
Honeymoon Beach Hotel;10200.0;1.833.465.566.294.310;-8.134.655.662.943.150;Yüksek
Hotel Centro Bodrum;9152.2;12.360.853.346.487.300;-32.086.533.464.873.200;Yüksek
Hotel Golden Sun;19941.0;16.344.358.209.133.400;3.596.641.790.866.560;Düşük
Leslion Luxury Hotel;10200.0;12.809.482.109.658.200;-2.609.482.109.658.230;Yüksek
Mene City Hotel;26069.7;12.638.927.588.756.900;13.430.772.411.243.000;Düşük
Rosy Hotel;7500.0;12.615.876.319.899.000;-5.115.876.319.899.040;Yüksek
Santa Marina Hotel;9900.0;1.833.191.428.299.260;-843.191.428.299.265;Yüksek
Sava Hotel;7437.1;1.836.374.213.393.890;-1.092.664.213.393.890;Yüksek
Valeri Beach Hotel;16351.8;1.890.896.931.905.090;-25.571.693.190.509.200;Yüksek
Yalıhan Aspendos Hotel;20412.0;1.930.138.182.040.040;1.110.618.179.599.520;Düşük
Exporoyal Hotel;5125.8;12.530.811.634.651.200;-7.405.011.634.651.200;Yüksek
Samira Resort Kalkan;8550.0;1.272.461.369.890.320;-4.174.613.698.903.280;Yüksek
Side Löwe Hotel;9720.0;1.288.246.509.145.180;-31.624.650.914.518.200;Yüksek
Blue Bay Beach Hotel;7650.0;188.467.799.278.026;-111.967.799.278.026;Yüksek
Can Adalya Palace Hotel;6789.0;12.565.242.234.887.300;-5.776.242.234.887.370;Yüksek
Candan City Beach Otel;12352.9;177.146.275.263.208;-5.361.727.526.320.800;Yüksek
De Mare Family Hotel;9027.0;18.906.080.608.467.800;-9.879.080.608.467.850;Yüksek
Hotel Finike Marine;8496.0;1.615.350.345.724.150;-765.750.345.724.151;Yüksek
Hotel Royal Hill;10124.4;18.238.082.582.231.600;-8.113.682.582.231.660;Yüksek
İntermar Marmaris;4800.0;18.309.299.122.796.600;-13.509.299.122.796.600;Yüksek
Kleopatra İkiz Otel;5886.7;18.376.832.218.744.500;-12.490.132.218.744.500;Yüksek
Kosa Otel Çeşme;10200.0;17.212.947.053.159.400;-7.012.947.053.159.400;Yüksek
Lara Otel;10615.0;1.952.060.889.412.530;-8.905.608.894.125.390;Yüksek
Lara World Hotel;11514.1;17.268.431.688.189.300;-5.754.331.688.189.320;Yüksek
Lavitas Hotel;7560.0;13.444.338.844.962.200;-5.884.338.844.962.230;Yüksek
Lonicera City Kleopatra Hotel;14364.8;1.799.262.700.257.330;-3.627.827.002.573.390;Yüksek
Lupo Libero Hotel Spa;6559.4;14.412.963.658.173.300;-7.853.563.658.173.380;Yüksek
Marbas Select Beach;11131.3;18.742.688.987.326.400;-7.611.388.987.326.420;Yüksek
Maris Beach Hotel;16083.3;1.862.408.194.268.430;-25.407.819.426.843.300;Yüksek
Mevre Hotel;16478.6;12.499.369.761.578.500;39.792.302.384.214.400;Düşük
Mira Su Hotel;3942.0;1.577.702.494.496.830;-1.183.502.494.496.830;Yüksek
Nasa Flora Otel;10290.0;18.051.744.078.156.100;-7.761.744.078.156.120;Yüksek
Beyond Otel;11751.0;180.036.300.264.502;-6.252.630.026.450.190;Yüksek
Güleryüz Hotel;5122.7;1.740.922.259.652.960;-12.286.522.596.529.600;Yüksek
Kleopatra Beach Yıldız Hotel;18000.0;23.833.239.630.806.100;-5.833.239.630.806.190;Yüksek
Ni Hotel Lara;15137.2;12.600.173.524.490.300;2.537.026.475.509.620;Düşük
Sunset Hotel Marmaris;23130.9;12.347.588.407.542.300;10.783.311.592.457.600;Düşük
Via Farilya Hotel;47994.0;1.671.786.171.658.660;3.127.613.828.341.330;Düşük
Beetle House Coffee Hotel;7800.0;12.760.489.482.892.400;-4.960.489.482.892.490;Yüksek
Dores Residence;18732.2;17.535.397.691.064.700;11.968.023.089.352.000;Düşük
Evergreen Glamping;11880.0;12.085.813.903.752.500;-2.058.139.037.525.320;Orta
Flamingo Residence;18721.2;12.373.793.749.261.400;6.347.406.250.738.530;Düşük
Golden World Suite Hotel;13464.0;12.637.213.196.107.900;8.267.868.038.920.640;Düşük
Magic Garden Apart;8400.0;16.503.077.060.679.200;-8.103.077.060.679.250;Yüksek
İrem Garden Hotel;7284.8;14.399.260.346.433.800;-7.114.460.346.433.890;Yüksek
Arya Apart;8412.0;13.461.563.792.290.900;-5.049.563.792.290.910;Yüksek
Maison 48 Apart;11332.7;16.136.960.806.906.000;-4.804.260.806.906.040;Yüksek
New Safir Apart Hotel;13669.6;15.089.182.399.117.600;-14.195.823.991.176.700;Yüksek
Nirvana Apart Hotel;16819.2;12.003.866.884.019.900;48.153.331.159.800.200;Düşük
Sardunya Apart;6120.0;13.944.213.797.477.800;-7.824.213.797.477.820;Yüksek
Sercan Apart Hotel;11773.4;1.820.119.433.013.250;-6.427.794.330.132.580;Yüksek
Stile Suite Family Hotel;10820.7;13.553.605.877.110.500;-2.732.905.877.110.550;Yüksek
Şahin Apart Otel;4800.0;1.703.428.753.539.590;-1.223.428.753.539.590;Yüksek
Villa Asoa;14400.0;12.461.829.042.996.000;1.938.170.957.003.900;Düşük
Mavi Cennet Camping Pansiyon;12235.9;18.346.858.512.584.700;-61.109.585.125.847.800;Yüksek
Beta Guesthouse;16819.2;16.655.388.524.384.900;16.381.147.561.501.300;Orta
Deruni Ilıca Otel;15000.0;13.488.255.555.453.500;15.117.444.445.464.700;Düşük
Finike Sever Otel;4500.0;1.720.651.113.276.990;-1.270.651.113.276.990;Yüksek
Akkan Luxury Hotel;17975.1;17.974.518.492.038.200;0.5815079617023002;Orta
Amore Boutique Hotel;6811.7;16.277.606.497.698.700;-9.465.906.497.698.740;Yüksek
Art Suites Bodrum;30000.0;1.876.285.810.463.730;11.237.141.895.362.600;Düşük
Azuu Boutique Hotel;14716.3;12.765.347.335.353.300;19.509.526.646.466.800;Düşük
Babil Butik Hotel;8302.5;17.561.349.150.738.200;-9.258.849.150.738.260;Yüksek
Bodrium Hotel And Spa;22950.0;13.158.605.776.786.600;9.791.394.223.213.370;Düşük
Casamia Boutique Hotels;25800.0;1.870.425.789.289.000;7.095.742.107.109.980;Düşük
Casaoliva Alaçatı;28382.4;12.488.107.215.586.800;15.894.292.784.413.100;Düşük
Çınar Butik Kaş;9021.0;17.321.680.532.480.400;-8.300.680.532.480.400;Yüksek
Değirmenburnu Residence;15697.9;16.077.736.084.325.000;-3.798.360.843.250.570;Orta
Doria Hotel Yacht Club;61020.0;18.528.620.298.416.300;4.249.137.970.158.360;Düşük
Düşler Evim;11995.2;11.995.300.263.138.300;-0.10026313830530853;Orta
Elysium Green Suites Lara;17691.7;12.742.850.845.336.700;4.948.849.154.663.260;Düşük
En Vie Beach Boutique Hotel;15032.1;18.651.102.619.901.100;-36.190.026.199.011.400;Yüksek
Falcon 1511;16200.0;1.747.435.299.735.490;-12.743.529.973.549.800;Yüksek
Karyatit Hotel;10121.5;17.220.042.512.985.600;-7.098.542.512.985.690;Yüksek
Kekik Alaçatı Otel Mayko;9200.0;12.455.923.684.750.500;-32.559.236.847.505.000;Yüksek
La Mira Suites;7800.0;12.097.532.956.683.800;-4.297.532.956.683.820;Yüksek
Olympos Village Reluxury Hotel;16830.0;12.778.039.098.515.900;40.519.609.014.840.700;Düşük
Örsmaris Boutique Hotel;9799.9;18.778.863.051.725.400;-8.978.963.051.725.450;Yüksek
Palmalife Hotel;23512.8;195.829.440.259.942;3.929.855.974.005.800;Düşük
Seçkin Best Hotel Bodrum;9040.3;12.366.575.032.962.300;-3.326.275.032.962.300;Yüksek
Solo Boutique Hotel;19200.0;17.068.751.967.086.500;21.312.480.329.134.900;Düşük
Spektr Boutique Hotel Spa;33953.7;15.843.711.893.518.200;18.109.988.106.481.700;Düşük
The Mori Club Hotel;13850.6;17.689.671.721.693.800;-38.390.717.216.938.700;Yüksek
Veranda Suites;9041.1;12.264.857.799.375.200;-32.237.577.993.752.400;Yüksek
Villa Sonata Hotel;5882.4;17.231.360.432.198.300;-11.348.960.432.198.300;Yüksek
Afflon Hotels Sea Hill Concept;16311.1;17.569.366.296.931.800;-12.582.662.969.318.000;Yüksek
Alaroof Butik Otel;15000.0;12.716.317.952.380.300;22.836.820.476.196.600;Düşük
Amour Alaçatı Butik Otel;23994.0;15.540.090.730.695.800;8.453.909.269.304.190;Düşük
Casa Luna Hotel Alaçatı;31200.0;12.720.594.239.165.800;18.479.405.760.834.100;Düşük
Adrasan La Casita Boutique Hotel;15600.0;16.434.812.873.875.700;-8.348.128.738.757.730;Yüksek
Afet Hanım Konağı;12643.8;1.260.341.544.802.000;4.038.455.197.996.880;Orta
Ala Otel Alaçatı;23126.4;12.745.807.609.502.000;10.380.592.390.497.900;Düşük
Alaçatı Ala Konak Butik Otel;15000.0;12.425.010.260.288.400;25.749.897.397.115.700;Düşük
Alaçatı Roka Taş Otel;14000.0;12.299.293.633.503.600;17.007.063.664.963.400;Düşük
Antmare Hotel;27363.1;18.780.470.270.495.100;8.582.629.729.504.840;Düşük
Armel Alaçatı;17919.0;12.498.619.431.326.900;5.420.380.568.673.080;Düşük
Aspat Hotel Bodrum Beach Restaurant;7500.0;1.717.885.002.285.710;-9.678.850.022.857.120;Yüksek
Club Çapa;12220.6;1.861.615.347.377.240;-6.395.553.473.772.470;Yüksek
Coastline Boutique Hotel;9000.0;17.645.723.206.488.900;-8.645.723.206.488.930;Yüksek
Comfy Otel Antalya Lara;3658.1;15.256.494.830.901.500;-11.598.394.830.901.500;Yüksek
Çeşme Flowers Otel;60000.0;13.422.653.914.695.400;46.577.346.085.304.500;Düşük
Çeşme Marin Butik Otel;11600.0;12.314.564.428.454.000;-7.145.644.284.540.830;Yüksek
Der Inn Hotel Lara;23152.8;17.897.022.741.218.000;5.255.777.258.781.960;Düşük
Dolphin Butik Otel;26287.4;18.394.413.108.489.300;7.892.986.891.510.640;Düşük
Dream Time Hotel;11356.2;16.176.143.157.863.500;-4.819.943.157.863.570;Yüksek
Elanis Suites Hotel;21030.2;17.792.492.199.405.100;32.377.078.005.948.500;Düşük
Exen By Weekend;9000.0;18.014.508.422.527.500;-9.014.508.422.527.510;Yüksek
Flores Hotel Alaçatı;16815.1;12.360.659.290.551.000;44.544.407.094.489.700;Düşük
Grand Faik Hotel;11163.6;1.728.938.381.787.900;-6.125.783.817.879.060;Yüksek
Güler Butik Hotel;3876.0;18.995.483.386.776.200;-15.119.483.386.776.200;Yüksek
Gümüş Peninsula Hotel;27120.9;17.751.976.714.793.600;9.368.923.285.206.350;Düşük
Karden Otel;9471.4;1.776.390.678.711.250;-8.292.506.787.112.580;Yüksek
Kemer Park Hotel;6000.0;12.318.837.126.563.100;-6.318.837.126.563.120;Yüksek
Kemer Suite Apart Otel;4200.0;15.795.861.626.011.100;-11.595.861.626.011.100;Yüksek
Kempinski Residences Bodrum Barbaros Reserve;241920.0;18.507.719.384.517.000;22.341.228.061.548.200;Düşük
Köşe Konak Hotel;28306.7;12.533.996.660.960.600;15.772.703.339.039.300;Düşük
Kybele Suites Alaçatı;13800.0;1.226.999.600.117.350;15.300.039.988.264.300;Düşük
La Vida Triangulo Hotel;34500.0;12.382.684.839.851.900;22.117.315.160.148.000;Düşük
Lacitrus Villa Hotel;12386.4;12.505.015.917.708.900;-11.861.591.770.891.500;Orta
Lara Garden Hotel;6825.3;1.268.048.482.260.920;-585.518.482.260.928;Yüksek
Leaf River Suites;17665.5;12.795.156.971.621.100;4.870.343.028.378.850;Düşük
Likya Residence Hotel Spa;39116.5;1.280.771.140.193.920;2.630.878.859.806.070;Düşük
Lilium Boutique Hotel;18456.0;12.637.387.867.309.900;58.186.121.326.900.900;Düşük
Mon Amour Alaçatı;11994.0;1.231.438.606.945.310;-3.203.860.694.531.390;Orta
Moy Side;6000.0;17.692.609.312.392.400;-11.692.609.312.392.400;Yüksek
Mucho Butik Otel;7560.0;16.548.362.820.754.500;-8.988.362.820.754.570;Yüksek
No81 Hotel;28950.0;18.811.348.368.029.200;10.138.651.631.970.700;Düşük
Oscar Garden Hotel;11826.0;14.646.917.252.858.900;-2.820.917.252.858.910;Yüksek
Otel Gümüşlük;15000.0;18.299.497.486.282.300;-32.994.974.862.823.000;Yüksek
Payava Hotel By True Blue;17782.7;16.751.925.508.759.000;10.307.744.912.409.600;Düşük
Ramona Hotel;15326.5;15.969.758.722.351.600;-6.432.587.223.516.820;Yüksek
Rayana Hotel;14364.0;17.592.990.206.380.700;-3.228.990.206.380.770;Yüksek
Signature Alaçatı;59213.1;12.574.279.173.837.700;46.638.820.826.162.200;Düşük
Swan Boutique Hotel;25228.8;16.589.683.598.174.900;8.639.116.401.825.000;Düşük
The Farrys Boutique Hotel;19552.3;18.151.509.794.334.600;14.007.902.056.653.100;Düşük
The Hill Glamping;10912.5;12.555.989.508.068.000;-16.434.895.080.680.000;Yüksek
The Hotel 48;7573.0;1.775.147.551.414.360;-1.017.847.551.414.360;Yüksek
True Blue Boutique Hotel;26542.9;1.656.944.350.727.250;9.973.456.492.727.430;Düşük
Via Perla Butik Otel;20400.0;14.995.473.780.702.100;5.404.526.219.297.840;Düşük
Viento Hotel Alaçatı;38400.0;12.691.296.606.835.700;25.708.703.393.164.200;Düşük
Yalıkavak Marina Garden Hotel;22649.1;18.477.891.994.502.700;4.171.208.005.497.200;Düşük
Gvar Apart Hotel;6622.5;15.035.134.681.531.000;-8.412.634.681.531.040;Yüksek
Hotel Berke Ranch Nature;12278.0;13.198.772.542.955.100;-920.772.542.955.172;Yüksek
Kadirs Tree Houses;15714.0;12.593.226.264.168.300;31.207.737.358.316.700;Düşük
La Boutique Hotel Suites;25316.5;19.072.096.338.596.500;6.244.403.661.403.420;Düşük
Maja Luxury Çeşme;22113.0;18.714.555.952.957.800;3.398.444.047.042.140;Düşük
Moonshine Hotel Suites;9144.5;16.131.322.709.691.000;-6.986.822.709.691.060;Yüksek
Nostalgia World Otel;17640.0;1.787.707.755.750.600;-23.707.755.750.609.000;Orta
Patara Prince Resort;14533.2;20.605.174.055.243.400;-6.071.974.055.243.450;Yüksek
Patron Hotel;9000.0;15.848.073.434.944.500;-6.848.073.434.944.540;Yüksek
Peninsula Gardens Hotel;44479.3;1.786.072.843.597.640;2.661.857.156.402.350;Düşük
Sey Beach Hotel Spa;14152.5;18.681.503.611.479.300;-4.529.003.611.479.350;Yüksek
Start Otel;8210.7;12.595.295.351.952.100;-4.384.595.351.952.130;Yüksek
Terra Rossa;6264.1;12.269.603.464.938.500;-6.005.503.464.938.510;Yüksek
The Lifeco Bodrum;98812.8;18.613.121.589.168.700;8.019.967.841.083.120;Düşük
The Room Hotel Apartments;8830.0;13.451.574.632.984.400;-4.621.574.632.984.400;Yüksek
Eldar Garden Resort;10752.0;17.751.390.203.539.500;-6.999.390.203.539.560;Yüksek
Ena Boutique Hotel;19342.0;1.566.223.076.354.600;36.797.692.364.539.900;Düşük
Ertan Otel Çeşme;18360.0;1.835.990.016.526.110;0.09983473885949934;Orta
Parkım Ayaz Otel;16728.0;19.699.814.937.441.300;-2.971.814.937.441.340;Yüksek
Qinn Hotel;13410.0;1.908.746.740.806.900;-5.677.467.408.069.040;Yüksek
Sun Pearl Resort Çeşme;12375.0;1.866.311.372.715.080;-6.288.113.727.150.840;Yüksek
Şifne Thermal Hotel;21000.0;1.851.637.251.447.490;24.836.274.855.250.800;Düşük
The Sansa Hotel;11640.0;12.911.243.322.412.300;-12.712.433.224.123.000;Yüksek
Regnum Carya;84600.0;26.094.983.980.022.400;58.505.016.019.977.500;Düşük
Robinson Nobilis;39815.9;19.659.241.931.650.400;20.156.658.068.349.500;Düşük
Side Kum Hotel;27783.0;16.475.815.142.124.200;11.307.184.857.875.700;Düşük
Sui Resort Hotel;21582.0;16.061.648.725.982.500;55.203.512.740.174.200;Düşük
Aqı Pegasos Resort;18314.1;19.870.113.458.441.200;-1.556.013.458.441.250;Yüksek
Best Western Plus Khan Hotel;19768.4;13.003.737.644.222.300;6.764.662.355.777.610;Düşük
Charm Beach Hotel;15606.0;19.618.874.036.061.400;-4.012.874.036.061.480;Yüksek
Ritim Apart Otel;1681709.6;16.505.795.893.268.900;16.652.038.041.067.300;Düşük
Golden Key Hisarönü;47994.0;18.650.597.905.384.400;29.343.402.094.615.500;Düşük
Lavanta Hotel Turunç;12614.4;13.413.331.846.481.000;-7.989.318.464.810.070;Yüksek
Monottoman Otel;15900.0;1.250.633.916.553.270;33.936.608.344.672.200;Düşük
Petunya Konak Butik Otel;13665.6;12.710.241.736.355.900;9.553.582.636.440.130;Düşük
Upperhouse Boutique Hotel;14580.0;1.668.624.342.356.690;-21.062.434.235.669.700;Yüksek
Graf Victor Hotel;8409.6;17.913.084.165.653.900;-9.503.484.165.653.960;Yüksek
Tourist Hotel;11805.4;17.771.992.120.038.300;-5.966.592.120.038.300;Yüksek
Sarp Hotels Kadriye;11437.0;13.115.726.711.174.200;-16.787.267.111.742.900;Yüksek
Majeste Hotel Bodrum;7920.0;17.205.739.468.230.900;-9.285.739.468.230.910;Yüksek
Adrasan Nar Çiçeği Otel;35880.0;13.330.135.688.801.100;22.549.864.311.198.800;Düşük
Türkmen Tree Houses;19131.8;14.398.140.638.515.100;4.733.659.361.484.820;Düşük
The Marilis Hill Resort Hotel Spa;13642.6;14.244.175.223.436.000;-6.015.752.234.360.240;Yüksek
Sea City Devran Hotel Spa;59918.4;17.434.775.090.690.400;424.836.249.093.096;Düşük
