otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Adalya Elite Lara,"27.111,36 TL",27000-29000,Antalya - Lara-Kundu ,"10 km, Antalya HA ",50 - 100 Metre Arası,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Adalya Ocean Deluxe,"27.051,36 TL",27000-29000,Antalya - Side-Evrenseki ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,1,1,3,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Adam Eve,"39.150,00 TL",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,7,1,1,1,5,1,1,7,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
Alaiye Resort Spa,"16.875,00 TL",15000-17000,Antalya - Alanya-Türkler ,"105 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,3,1,3,2,4,1,0,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Alarcha Hotels Resorts,"16.907,52 TL",15000-17000,Antalya - Side-Örenşehir ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
Aletris Deluxe Hotel Spa,"21.157,20 TL",21000-23000,Antalya - Side-Çolaklı ,"45 km, Antalya HA ",600 - 750 Metre Arası,Özel Plaj,Yok,3,1,1,4,2,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Aqı Pegasos Royal,"18.662,94 TL",17000-19000,Antalya - Alanya-İncekum ,"95 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
Aydınbey Famous Resort Hotel,"19.710,00 TL",19000-21000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
Aydınbey Gold Dreams Hotel,"21.900,00 TL",21000-23000,Antalya - Alanya-Türkler ,"110 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
Aydınbey Queen`s Palace Hotel,"35.040,00 TL",+33000,Antalya - Belek-Kadriye ,"20 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
Blue Waters Club,"29.776,50 TL",29000-31000,Antalya - Side-Sorgun ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,0,1,2,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Boyalık Beach Hotel Spa Thermal Resort,"21.037,50 TL",21000-23000,Çeşme - Boyalık ,"90 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,0,1,1,1,2,2,1,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Club Hotel Sera,"25.882,50 TL",25000-27000,Antalya - Lara-Örnekköy ,"9 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
Club Paradiso,"13.230,00 TL",13000-15000,Antalya - Alanya-Kestel ,"130 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Club Side Coast Hotel,"15.300,00 TL",15000-17000,Antalya - Side-Çolaklı ,"60 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,2,0,1,1,2,1,0,4,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
Cornelia De Luxe Resort,"38.025,00 TL",+33000,Antalya - Belek-Serik ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
Crystal De Luxe Resort Spa,"21.840,00 TL",21000-23000,Antalya - Kemer-Merkez ,"56 km, Antalya HA ",50 - 100 Metre Arası,Mavi Bayraklı Özel Plaj,Var,3,1,3,4,3,2,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Crystal Family Resort Spa,"25.875,00 TL",25000-27000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,6,1,5,2,5,2,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
Crystal Palace Luxury Resort Spa,"25.935,00 TL",25000-27000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,5,1,4,4,2,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Crystal Sunset Luxury,"23.940,00 TL",23000-25000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,6,1,1,1,4,2,1,13,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Çenger Beach Resort Spa,"8.639,28 TL",7000-9000,Antalya - Side-Kızılot ,"90 km, Antalya HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
Diamond Hill Resort,"12.232,50 TL",11000-13000,Antalya - Alanya-Tosmur ,"125 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
Doria Hotel Bodrum,"20.536,20 TL",19000-21000,Bodrum - Bitez ,"38 km, Milas HA ",750 Metre ve Üzeri,Özel Plaj,Var,1,0,1,1,2,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Ela Excellence Resort Belek,"53.848,80 TL",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,7,1,8,4,1,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Hotel Grand Kaptan,"14.399,28 TL",13000-15000,Antalya - Alanya-Obagöl ,"131 km, Antalya HA ",50 Metreye Kadar,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Hotel Terrace Beach Resort,"24.949,20 TL",23000-25000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,2,1,1,1,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
İnnvista Belek Antalya,"16.320,00 TL",15000-17000,Antalya - Belek ,"25 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,3,1,1,1,0,1,0,3,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Justiniano Park Conti Club,"24.675,84 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Var,3,1,0,1,2,1,0,5,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Kahya Resort Aqua Spa,"16.198,65 TL",15000-17000,Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,2,1,1,1,1,0,1,6,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Kirman Arycanda De Luxe,"26.250,00 TL",25000-27000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Kirman Sidemarin Beach Spa,"26.250,00 TL",25000-27000,Antalya - Side ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,4,1,1,1,1,1,0,8,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
Laguna Beach Alya Resort Spa,"18.809,82 TL",17000-19000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,1,1,4,0,0,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0
Limak Atlantis Deluxe Hotel Resort,"38.610,00 TL",+33000,Antalya - Belek-İleribaşı ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,5,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Limak Lara Deluxe Hotel Resort,"38.880,00 TL",+33000,Antalya - Lara-Kundu ,"13 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,4,1,1,1,3,1,1,8,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
Limak Limra Hotel Resort,"35.490,00 TL",+33000,Antalya - Kemer-Kiriş ,"75 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Lrs Lake River Side Hotel Spa,"18.607,68 TL",17000-19000,Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,3,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Lrs Port River Hotel Spa,"20.674,08 TL",19000-21000,Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",200 - 300 Metre Arası,Yok,Yok,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Luna Blanca Resort Spa,"21.176,45 TL",21000-23000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Lykia World Antalya,"23.085,00 TL",23000-25000,Antalya - Belek-Boğazkent ,"50 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,5,1,1,1,6,2,1,5,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
Marvida Family Eco,"17.784,00 TL",17000-19000,Antalya - Side-Titreyengöl ,"70 km, Antalya HA ",400 - 500 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,3,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Megasaray Club Belek,"36.000,00 TL",+33000,Antalya - Belek-Serik ,"29 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,2,1,4,2,3,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Meridia Beach Hotel,"8.640,00 TL",7000-9000,Antalya - Alanya-Okurcalar ,"76 km, Gazipaşa HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,1,1,1,1,1,1,1,6,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Meryan Beach Hotel Spa,"23.797,80 TL",23000-25000,Antalya - Alanya-Okurcalar ,"85 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,0,1,2,1,2,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Mirada Del Mar,"21.796,13 TL",21000-23000,Antalya - Kemer-Göynük ,"45 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,3,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Orange County Kemer,"19.186,87 TL",19000-21000,Antalya - Kemer-Merkez ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
Pine Beach Belek,"37.686,00 TL",+33000,Antalya - Belek-İleribaşı ,"33 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Queens Park Le Jardin Resort Spa,"17.550,00 TL",17000-19000,Antalya - Kemer-Kiriş ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,4,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
Queens Park Resort Göynük,"17.550,00 TL",17000-19000,Antalya - Kemer-Göynük ,"46 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Ramada Resort Bodrum,"33.165,00 TL",+33000,Bodrum - Bitez ,"40 km, Milas ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,1,1,1,4,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
Raymar Resort Aqua,"18.655,00 TL",17000-19000,Antalya - Side-Manavgat ,"88 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Selene Beach Spa Hotel,"20.874,15 TL",19000-21000,Antalya - Alanya-Türkler ,"105 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
Sensitive Premium Resort Spa,"18.075,24 TL",17000-19000,Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sentido Trendy Verbena Beach,"30.375,00 TL",29000-31000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,5,1,1,1,3,1,1,6,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
Side Premium Hotel,"30.858,00 TL",29000-31000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,4,1,1,1,2,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
Side Royal Style,"28.799,40 TL",27000-29000,Antalya - Side-Evrenseki ,"45 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Side Star Resort,"19.918,36 TL",19000-21000,Antalya - Side-Gündoğdu ,"50 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Side Stella Elite Resort Adult Only +16,"27.999,00 TL",27000-29000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirius Deluxe Hotel,"21.120,00 TL",21000-23000,Antalya - Alanya ,"110 km, Antalya ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0
Sueno Hotels Beach Side,"27.000,00 TL",25000-27000,Antalya - Side-Sorgun ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,1,1,6,1,1,13,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Sunis Elita Beach Resort Spa,"27.840,00 TL",27000-29000,Antalya - Side-Kızılağaç ,"81 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Sunis Evren Beach Resort Hotel,"27.000,00 TL",25000-27000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,5,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Susesi Luxury Resort,"60.480,00 TL",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,4,3,4,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
The Lumos Deluxe,"22.201,50 TL",21000-23000,Antalya - Alanya-Kargıcak ,"155 km, Antalya HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Trendy Palm Beach,"25.312,50 TL",25000-27000,Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
Tui Magic Life Belek,"24.097,50 TL",23000-25000,Antalya - Belek ,"25 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,4,0,1,1,1,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Turunç Premium Hotel,"23.400,00 TL",23000-25000,Marmaris - Turunç ,"120 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,1,1,5,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
Venezia Palace Deluxe Resort Hotel,"30.170,25 TL",29000-31000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,1,1,2,1,1,8,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Vonresort Elite,"32.400,00 TL",29000-33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,7,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
