otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Leylak Alaçatı,15000.0,85,,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
London House Hotel,3772.8,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Merkez 
Luwi Life Concept,13446.2,0,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Drvilla Suits,47426.7,25,750.0,0.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Belek 
İbak Sunny Houses,9000.0,60,600.0,0.0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Gümüşlük 
Villa Ay,9792.0,153,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Antalya , Kaş 
Daima Biz Hotel,18803.5,56,,1.0,1,1,2,2,3,2,0,6,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,Antalya , Kemer-Kiriş 
Martı Resort Hotel,23040.0,105,0.0,0.0,2,1,1,1,3,1,1,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Marmaris , İçmeler 
Melas Resort Hotel,29700.0,65,0.0,0.0,3,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,Antalya , Side-Kumköy 
Ramada Plaza Antalya,22644.0,15,0.0,1.0,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Muratpaşa 
Aurasia Sea Side,5852.2,96,,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Marmaris , Merkez-Uzunyalı 
Can Garden Beach Hotel,29748.6,70,,0.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,Antalya , Side 
Side Bay Hotel,14266.5,0,,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Side 
Floria Beach Hotel,12855.6,130,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Alanya 
Villa Side Hotel,15750.0,60,100.0,0.0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Antalya , Side 
Petunya Konak Butik Otel,13653.9,102,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Marmaris , İçmeler 
Queen Boutique Hotel,5820.0,35,100.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Bitez 
Kemerlihan Deluxe Hotel,18900.0,110,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Çeşme , Alaçatı 
Aisem By Hire,9774.7,85,,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ala Da Vinci,30000.0,75,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ala Suites And Villas Yalıkavak,74865.3,54,0.0,1.0,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Yalıkavak 
Alaçatı Sultan Konak,90090.0,85,750.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Arcadius Alaçatı,42012.0,0,750.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Papirus Hotel Adrasan,14704.2,100,400.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Adrasan 
Alaçatı Balbadem Otel,105030.0,85,750.0,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Bo Alaçatı,47994.0,0,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
"G Beyond Apartments Villas, Yalıkavak",132337.8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
